,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1410,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 SDC Rep1,4/146,0.0014622588960952,0.0090443420610338,0,0,8.849094567404427,57.76487926258759,SET;COL7A1;RPLP2;PTMS
1411,ProteomicsDB_2020,Brain GaMG BTO:0004860 GAMG R1,6/376,0.0016121560994198,0.0098800025175457,0,0,5.200620292423571,33.44093917300668,VCP;COL5A1;P3H1;LAMB1;PTGFRN;B2M
1412,ProteomicsDB_2020,Bone U2-OS BTO:0001938 CYTO BioRep1 heavy,5/261,0.0018199082122276,0.0108544525515005,0,0,6.198651713709677,39.10710281774985,HSPA8;VCP;RANGAP1;EIF3A;CCT5
1413,ProteomicsDB_2020,Bone U2-OS BTO:0001938 CYTO BioRep1 light,5/261,0.0018199082122276,0.0108544525515005,0,0,6.198651713709677,39.10710281774985,HSPA8;VCP;RANGAP1;EIF3A;CCT5
1414,ProteomicsDB_2020,Bone U2-OS BTO:0001938 CYTO BioRep1 medium,5/261,0.0018199082122276,0.0108544525515005,0,0,6.198651713709677,39.10710281774985,HSPA8;VCP;RANGAP1;EIF3A;CCT5
1415,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 5hrs 50cm 300to1650 ,4/157,0.0019078710994773,0.0112783884464679,0,0,8.208320365183111,51.398591772891656,NPM1;HNRNPK;RPLP2;NES
1416,ProteomicsDB_2020,Renal TK-10 BTO:0004283 P003203,5/265,0.0019448231047631,0.0113959809998404,0,0,6.102047146401985,38.09254343790588,ANP32A;COL14A1;CANX;LAMB1;SSBP1
1417,ProteomicsDB_2020,Lung NCI-H460 BTO:0002207 P003381,6/392,0.0019890277519254,0.0115536568546627,0,0,4.980973413743311,30.982199185898413,ASPH;ANP32A;COL5A2;CANX;SSBP1;HSP90B1
1418,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 3hrs 50cm 300to1650 Rep4,4/161,0.0020909121920023,0.0120407702091167,0,0,7.997573551713679,49.34626726009861,NPM1;HNRNPK;RPLP2;NES
1419,ProteomicsDB_2020,Ovary OVCAR-3 BTO:0000812 P001747,6/398,0.0021463553891494,0.0122544051277932,0,0,4.90322850451656,30.12535769143681,AKAP12;ATP5F1B;ANP32A;AGRN;HSP90B1;PTMS
1420,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 5hrs 15cm,4/164,0.0022359210334751,0.0126575868674694,0,0,7.8464285714285715,47.88755422327572,NPM1;SRSF2;RPLP2;NES
1421,ProteomicsDB_2020,Lung non-small lung cancer BTO:0002553 P005586-I,5/281,0.0025080314469402,0.0140786975340845,0,0,5.743630201028518,34.39433443238773,COL1A1;POSTN;COL14A1;TGFBI;AGRN
1422,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 DEWinfluence 30s,4/170,0.0025465049857568,0.0141755444207132,0,0,7.560527825588067,45.15928563028656,NPM1;HNRNPK;RPLP2;NES
1423,ProteomicsDB_2020,Melanoma SK-MEL-5 BTO:0002134 P001570,6/414,0.002612069080606,0.0144203483127671,0,0,4.707087753134041,27.99593452642922,HSPA8;ATP5F1B;CANX;CALR;IPO7;HSP90B1
1424,ProteomicsDB_2020,Cervix HeLa BTO:0000567 LysC R2,13/1632,0.002667985802127,0.0146083157034496,0,0,2.7232402260197195,16.139096582619107,CRTAP;VCP;COL14A1;WNT5A;P3H1;LAMB1;RANGAP1;COL5A1;ASPH;COL7A1;CAPRIN1;DBN1;CCT5
1425,ProteomicsDB_2020,Lung HOP-92 BTO:0004085 P003364,6/422,0.0028716517889557,0.0150590564038804,0,0,4.614675283732661,27.00908473808155,ATP5F1B;ASPH;CANX;CALR;SSBP1;HSP90B1
1426,ProteomicsDB_2020,Lymphoblastoid BTO:0000773 X126.126 HM60.GM12878,4/176,0.0028855676941567,0.0150590564038804,0,0,7.294573643410852,42.65891193922996,UBE2R2;NCL;HNRNPC;B2M
1427,ProteomicsDB_2020,Lymphoblastoid BTO:0000773 X128.126 HM60.GM11829,4/176,0.0028855676941567,0.0150590564038804,0,0,7.294573643410852,42.65891193922996,UBE2R2;NCL;HNRNPC;B2M
1428,ProteomicsDB_2020,Lymphoblastoid BTO:0000773 X129.126 HM60.GM18572,4/176,0.0028855676941567,0.0150590564038804,0,0,7.294573643410852,42.65891193922996,UBE2R2;NCL;HNRNPC;B2M
1429,ProteomicsDB_2020,Lymphoblastoid BTO:0000773 X130.126 HM60.GM12762,4/176,0.0028855676941567,0.0150590564038804,0,0,7.294573643410852,42.65891193922996,UBE2R2;NCL;HNRNPC;B2M
1430,ProteomicsDB_2020,Lymphoblastoid BTO:0000773 X131.126 HM60.GM18558,4/176,0.0028855676941567,0.0150590564038804,0,0,7.294573643410852,42.65891193922996,UBE2R2;NCL;HNRNPC;B2M
1431,ProteomicsDB_2020,Lymphoblastoid BTO:0000773 X127.126 HM60.GM12812,4/177,0.0029449351299791,0.0152497416033029,0,0,7.252041471694651,42.26249356764061,UBE2R2;NCL;HNRNPC;B2M
1432,ProteomicsDB_2020,Glioma SF-268 BTO:0003772 SF268 NCI60,4/178,0.0030051342174233,0.0153238905132732,0,0,7.209998175515417,41.87158167540655,COL1A1;COL5A1;COL5A2;FSTL1
1433,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 DEWinfluence 90s Rep2,4/178,0.0030051342174233,0.0153238905132732,0,0,7.209998175515417,41.87158167540655,NPM1;HNRNPK;RPLP2;NES
1434,ProteomicsDB_2020,Breast MCF-7 BTO:0000093 MDAMB453 R1-2,5/295,0.0030909702861625,0.0156421829633072,0,0,5.462458286985539,31.569022554561712,NPM1;HNRNPK;ATP5F1B;EEF1D;HNRNPC
1435,ProteomicsDB_2020,Breast MDA-MB-453 BTO:0001908 MDAMB453 R1-1,5/296,0.0031360478095321,0.0157509769681764,0,0,5.443409821527547,31.380125017485625,NPM1;HNRNPK;ATP5F1B;EEF1D;HNRNPC
1436,ProteomicsDB_2020,Breast MDA-MB-231 BTO:0000815 P002743-1,4/185,0.0034502931532832,0.016947028135244,0,0,6.928702972901868,39.28086860086508,HSPA8;COL1A2;CALR;IPO7
1437,ProteomicsDB_2020,Breast MDA-MB-231 BTO:0000815 P002743-2,4/185,0.0034502931532832,0.016947028135244,0,0,6.928702972901868,39.28086860086508,HSPA8;COL1A2;CALR;IPO7
1438,ProteomicsDB_2020,Colon HCT-15 BTO:0002201 HCT15 NCI60,4/185,0.0034502931532832,0.016947028135244,0,0,6.928702972901868,39.28086860086508,NCL;HNRNPC;PTMA;CCT5
1439,ProteomicsDB_2020,Hematopoietic HL-60 BTO:0000738 HL60 NCI60,4/186,0.0035173502626222,0.0171502917914722,0,0,6.890284318855747,38.93043258169265,CLEC11A;SRSF2;CALR;PTMA
1440,ProteomicsDB_2020,Melanoma MALME-3M BTO:0004162 P003199,6/442,0.0036052709481376,0.0174516014011299,0,0,4.398480974582644,24.74303168685736,IGSF8;ATP5F1B;ANP32A;CALR;SSBP1;HSP90B1
1441,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 3h P003684-1,4/191,0.0038659858766618,0.0182084169975494,0,0,6.704354469060352,37.246299715249705,NPM1;SET;NCL;HNRNPU
1442,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 3h P003684-2,4/191,0.0038659858766618,0.0182084169975494,0,0,6.704354469060352,37.246299715249705,NPM1;SET;NCL;HNRNPU
1443,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 P001673-1,5/311,0.0038706515174431,0.0182084169975494,0,0,5.172622812565886,28.730466663662643,HSPA8;SET;ANP32A;SSBP1;IPO7
1444,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 P001673-2,5/311,0.0038706515174431,0.0182084169975494,0,0,5.172622812565886,28.730466663662643,HSPA8;SET;ANP32A;SSBP1;IPO7
1445,ProteomicsDB_2020,Cervix HeLa BTO:0000567 HeLa R2,5/327,0.004782521938414,0.0223407318521718,0,0,4.911590863554398,26.24158513846286,HNRNPK;COL5A2;HNRNPU;SSBP1;IPO7
1446,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 48h P003852-1,4/217,0.0060608085135949,0.0279215178419409,0,0,5.878232357105596,30.01373754073669,SET;SRSF2;HNRNPU;CCT5
1447,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 48h P003852-2,4/217,0.0060608085135949,0.0279215178419409,0,0,5.878232357105596,30.01373754073669,SET;SRSF2;HNRNPU;CCT5
1448,ProteomicsDB_2020,Lung NCI-H226 BTO:0003008 NCIH226 NCI60,4/224,0.0067687851924893,0.0309695103327593,0,0,5.6891774891774896,28.41990865870364,COL1A1;GAS6;AGRN;B2M
1449,ProteomicsDB_2020,Colon NCI-H548 PDB:201060 NCI-H548 CRC65,5/370,0.0079770431974888,0.0362494207885887,0,0,4.323464427750773,20.88746713926684,SET;CLEC11A;CANX;PTMA;HSP90B1
1450,ProteomicsDB_2020,Hematopoietic MOLT-4 BTO:0000873 MOLT4 NCI60,5/373,0.0082442809742727,0.0372106735865825,0,0,4.287561360448808,20.572729275025583,SET;ANP32A;HNRNPC;PTMA;CCT5
1451,ProteomicsDB_2020,Colon HTC-116 BTO:0001109 P003205,5/380,0.008891980644087,0.0398647185922827,0,0,4.206021505376344,19.86338012474145,AKAP12;HSPA8;CANX;RANGAP1;PTMS
1452,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 2hrs 25cm,3/136,0.010731615443145,0.0477914607734724,0,0,6.978383458646617,31.64390672927079,RPLP2;HNRNPC;NES
1453,ProteomicsDB_2020,Melanoma LOX-IMVI BTO:0004151 LOXIMVI NCI60,4/258,0.0109881825467931,0.0486099731209126,0,0,4.919135108111486,22.189898225191968,AKAP12;EEF1D;IPO7;CCT5
1971,Reactome_2022,Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,11/67,2.792653480747289e-16,9.858066787037932e-14,0,0,69.72161989795919,2497.035841524264,COL1A1;CRTAP;COL16A1;COL1A2;COL5A1;COL14A1;COL11A1;COL5A3;COL7A1;COL5A2;P3H1
1972,Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,16/291,1.5408339375851277e-15,2.71957189983775e-13,0,0,22.426238859180035,764.8794528070396,CRTAP;COL16A1;COL14A1;COL11A1;P3H1;LAMB1;LAMC1;COL1A1;COL1A2;COL5A1;COL5A3;COL7A1;COL5A2;MFAP2;AGRN;FMOD
1973,Reactome_2022,Collagen Formation R-HSA-1474290,11/90,8.522162290671387e-15,1.0027744295356665e-12,0,0,49.36573236889693,1599.2575132166824,COL1A1;CRTAP;COL1A2;COL16A1;COL5A1;COL14A1;COL5A3;COL7A1;COL11A1;COL5A2;P3H1
1974,Reactome_2022,Collagen Chain Trimerization R-HSA-8948216,9/44,1.9630462198150083e-14,1.7323882889867445e-12,0,0,88.21773399014778,2784.301111579134,COL1A1;COL16A1;COL1A2;COL5A1;COL14A1;COL11A1;COL5A3;COL7A1;COL5A2
1975,Reactome_2022,Metabolism Of Proteins R-HSA-392499,25/1890,6.839276481819836e-10,4.6740225327570996e-08,0,0,5.76662836716456,121.69413288528088,PCSK1;SPON2;VCP;LAMC1;FSTL1;HSP90B1;RPLP2;B2M;CCT5;HSPA8;NPM1;GOLM1;LAMB1;IGF1;RANGAP1;HNRNPK;UBE2R2;EEF1D;COL7A1;CANX;TGFBI;HNRNPC;CALR;GAS6;EIF3A
1976,Reactome_2022,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,7/57,7.944514219983738e-10,4.6740225327570996e-08,0,0,46.39366666666667,972.1036296730914,COL1A1;COL1A2;COL5A1;COL11A1;COL5A3;COL7A1;COL5A2
1977,Reactome_2022,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,7/123,1.7943575186849845e-07,9.048688629939993e-06,0,0,19.930890804597706,309.5954682919303,GOLM1;LAMB1;LAMC1;IGF1;GAS6;FSTL1;HSP90B1
1978,Reactome_2022,Scavenging By Class A Receptors R-HSA-3000480,4/19,4.291689484440836e-07,1.893707985009519e-05,0,0,84.3089947089947,1236.089174527399,COL1A1;COL1A2;CALR;HSP90B1
1979,Reactome_2022,Post-translational Protein Phosphorylation R-HSA-8957275,6/106,1.47521227630309e-06,5.786110372611008e-05,0,0,19.507868852459016,261.92647170607444,GOLM1;LAMB1;LAMC1;GAS6;FSTL1;HSP90B1
1980,Reactome_2022,Post-translational Protein Modification R-HSA-597592,17/1383,2.099647242551924e-06,7.411754766208292e-05,0,0,4.621361639824305,60.41848610340022,HSPA8;SPON2;NPM1;VCP;GOLM1;LAMB1;LAMC1;RANGAP1;FSTL1;HSP90B1;HNRNPK;UBE2R2;COL7A1;CANX;HNRNPC;CALR;GAS6
1981,Reactome_2022,Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,4/41,1.060888471669014e-05,0.0003404487549992382,0,0,34.14157014157014,391.05135546024434,COL1A1;COL1A2;CALR;HSP90B1
1982,Reactome_2022,ECM Proteoglycans R-HSA-3000178,4/55,3.449195835974489e-05,0.0010146384417491,0,0,24.751945222533458,254.32089945698803,LAMB1;LAMC1;AGRN;FMOD
1983,Reactome_2022,Infectious Disease R-HSA-5663205,12/961,7.359532948404186e-05,0.0019983962544512,0,0,4.364555991953252,41.53716945851227,GGT5;PCSK1;NPM1;VCP;HNRNPK;WNT5A;CANX;RPLP2;CALR;AGRN;RANGAP1;B2M
1984,Reactome_2022,"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170",3/28,0.0001108609643822226,0.0027952800304946,0,0,37.3275,339.95026649332107,CANX;CALR;B2M
1985,Reactome_2022,Virus Assembly And Release R-HSA-168268,2/6,0.00016439509275837475,0.003868764516247,0,0,153.3,1335.7393739315212,CANX;CALR
1986,Reactome_2022,N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,3/35,0.00021780396225704773,0.0048052999172961,0,0,29.15185546875,245.8059719364344,VCP;CANX;CALR
1987,Reactome_2022,Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244,2/8,0.0003055452634351024,0.0056533069478983,0,0,102.1897435897436,827.0637612734779,OGN;FMOD
1988,Reactome_2022,Defective CHST6 Causes MCDC1 R-HSA-3656225,2/8,0.0003055452634351024,0.0056533069478983,0,0,102.1897435897436,827.0637612734779,OGN;FMOD
1989,Reactome_2022,Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243,2/8,0.0003055452634351024,0.0056533069478983,0,0,102.1897435897436,827.0637612734779,OGN;FMOD
1990,Reactome_2022,Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782,3/40,0.000324875938775388,0.0056533069478983,0,0,25.20608108108108,202.45693647070652,OGN;AGRN;FMOD
1991,Reactome_2022,Non-integrin membrane-ECM Interactions R-HSA-3000171,3/41,0.00034968665977437005,0.0056533069478983,0,0,24.54152960526316,195.31310226992036,LAMB1;LAMC1;AGRN
1992,Reactome_2022,mRNA Splicing - Major Pathway R-HSA-72163,5/181,0.0003523307446282245,0.0056533069478983,0,0,9.052877565982405,71.9788882384423,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
1993,Reactome_2022,ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183,2/9,0.00039199458726740105,0.0060162647524083,0,0,87.58681318681319,687.0539564758948,CALR;HSP90B1
1994,Reactome_2022,mRNA Splicing R-HSA-72172,5/189,0.00042950527407661866,0.0063173067395436,0,0,8.655767882187938,67.10709972389938,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
1995,Reactome_2022,HuR (ELAVL1) Binds And Stabilizes mRNA R-HSA-450520,2/10,0.0004889339976743091,0.0066704355145554,0,0,76.63461538461539,584.2073646335838,SET;ANP32A
1996,Reactome_2022,Degradation Of Extracellular Matrix R-HSA-1474228,4/109,0.0004913068650947357,0.0066704355145554,0,0,11.989720332577477,91.34298470034928,COL16A1;COL14A1;LAMB1;LAMC1
1997,Reactome_2022,Disease R-HSA-1643685,15/1736,0.0005125007864835704,0.0067004732455074,0,0,3.052563357618558,23.126855883967185,GGT5;PCSK1;SPON2;NPM1;VCP;WNT5A;RANGAP1;HNRNPK;OGN;CANX;RPLP2;CALR;AGRN;FMOD;B2M
1998,Reactome_2022,ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033,2/11,0.0005962943570062423,0.0075175681436858,0,0,68.11623931623932,505.7478274154551,CALR;HSP90B1
1999,Reactome_2022,Keratan Sulfate Degradation R-HSA-2022857,2/12,0.0007140068594000316,0.0086911869437314,0,0,61.30153846153846,444.1062282714842,OGN;FMOD
2000,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,5/242,0.0013054233767426,0.015360481733005,0,0,6.702055260650606,44.50987614443903,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
2001,Reactome_2022,Diseases Of Glycosylation R-HSA-3781865,4/143,0.0013546666926302,0.0154257207257571,0,0,9.04145255224392,59.71155948269502,SPON2;OGN;AGRN;FMOD
2002,Reactome_2022,Protein Methylation R-HSA-8876725,2/17,0.0014554664168464,0.0155690801559631,0,0,40.8574358974359,266.8982937419867,HSPA8;VCP
2003,Reactome_2022,MET Activates PTK2 Signaling R-HSA-8874081,2/17,0.0014554664168464,0.0155690801559631,0,0,40.8574358974359,266.8982937419867,LAMB1;LAMC1
2004,Reactome_2022,Metabolism Of RNA R-HSA-8953854,8/666,0.0016737926387795,0.0173779059261528,0,0,3.971974653546958,25.391496144584217,HSPA8;HNRNPK;SET;ANP32A;SRSF2;HNRNPU;RPLP2;HNRNPC
2005,Reactome_2022,"Synthesis, Secretion, And Deacylation Of Ghrelin R-HSA-422085",2/19,0.0018221438978866,0.0183776227415423,0,0,36.04705882352941,227.3755290844131,PCSK1;IGF1
2006,Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,4/168,0.0024398750844934,0.0233323226263285,0,0,7.653503677893922,46.04201198941545,NPM1;HNRNPK;HNRNPC;RANGAP1
2007,Reactome_2022,Laminin Interactions R-HSA-3000157,2/22,0.0024455975557341,0.0233323226263285,0,0,30.635384615384616,184.22483725138,LAMB1;LAMC1
2008,Reactome_2022,RHOBTB1 GTPase Cycle R-HSA-9013422,2/23,0.0026727362269617,0.0241916894389105,0,0,29.17509157509157,172.8522800321737,HNRNPC;DBN1
2009,Reactome_2022,RHOBTB2 GTPase Cycle R-HSA-9013418,2/23,0.0026727362269617,0.0241916894389105,0,0,29.17509157509157,172.8522800321737,HNRNPC;DBN1
2010,Reactome_2022,SUMOylation R-HSA-2990846,4/174,0.0027693047845238,0.0244391147234228,0,0,7.381139122315593,43.46870167543166,NPM1;HNRNPK;HNRNPC;RANGAP1
2011,Reactome_2022,Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,3/88,0.0032180596924359,0.0277067090592654,0,0,10.945588235294116,62.81647564260721,HSPA8;SET;ANP32A
2012,Reactome_2022,Calnexin/calreticulin Cycle R-HSA-901042,2/26,0.0034112057439443,0.0286703720860081,0,0,25.52435897435897,144.9959569883209,CANX;CALR
2013,Reactome_2022,Keratan Sulfate Biosynthesis R-HSA-2022854,2/28,0.0039504212424071,0.0316931522402213,0,0,23.558579881656804,130.37160410340698,OGN;FMOD
2014,Reactome_2022,MET Promotes Cell Motility R-HSA-8875878,2/28,0.0039504212424071,0.0316931522402213,0,0,23.558579881656804,130.37160410340698,LAMB1;LAMC1
2015,Reactome_2022,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,2/29,0.0042339087472888,0.0332126619509544,0,0,22.684900284900284,123.96457890528828,LAMB1;LAMC1
2016,Reactome_2022,L1CAM Interactions R-HSA-373760,3/99,0.0044810159854006,0.0343869270184003,0,0,9.68603515625,52.38116256038227,HSPA8;LAMB1;LAMC1
2017,Reactome_2022,Vesicle-mediated Transport R-HSA-5653656,7/637,0.005351966657205,0.0400826748218222,0,0,3.5746296296296296,18.69635384558385,COL1A1;HSPA8;COL1A2;COL7A1;WNT5A;CALR;HSP90B1
2018,Reactome_2022,Keratan Sulfate/Keratin Metabolism R-HSA-1638074,2/33,0.0054589230218347,0.0400826748218222,0,0,19.753846153846155,102.92748960830214,OGN;FMOD
2019,Reactome_2022,Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,3/107,0.0055638840404229,0.0400826748218222,0,0,8.937349759615385,46.3978834709922,HSPA8;COL1A2;HSP90B1
2020,Reactome_2022,RHOBTB GTPase Cycle R-HSA-9706574,2/35,0.0061251978898525,0.0432438971023593,0,0,18.554778554778554,94.54298356090004,HNRNPC;DBN1
2021,Reactome_2022,RHOH GTPase Cycle R-HSA-9013407,2/36,0.0064715616754313,0.0447933582632794,0,0,18.00814479638009,90.76713342592004,VCP;DBN1
2022,Reactome_2022,Interactions Of Rev With Host Cellular Proteins R-HSA-177243,2/37,0.006826661705364,0.0454681430564812,0,0,17.492747252747254,87.23492228240762,NPM1;RANGAP1
2023,Reactome_2022,Early SARS-CoV-2 Infection Events R-HSA-9772572,2/37,0.006826661705364,0.0454681430564812,0,0,17.492747252747254,87.23492228240762,VCP;AGRN
2024,Reactome_2022,Glycosaminoglycan Metabolism R-HSA-1630316,3/120,0.0076336292194526,0.0499013169345703,0,0,7.939102564102564,38.7046484777987,OGN;AGRN;FMOD
2324,TargetScan_microRNA,"TGGTGCT,MIR-29A,MIR-29B,MIR-29C",10/521,8.637738497515526e-06,0.0009242380192341612,0,0,6.668039962921001,77.74514348470257,COL1A1;COL16A1;ASPH;COL5A3;COL7A1;COL11A1;COL5A2;MFAP2;LAMC1;IGF1
