"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-26a-5p","PRKAA2","V","MultiMiTar","N/A","N/A"
"hsa-miR-26a-5p","FBXW2","V","MultiMiTar","N/A","N/A"
"hsa-miR-26a-5p","CD47","V","MultiMiTar","N/A","N/A"
"hsa-miR-26a-5p","AFF2","V","MultiMiTar","N/A","N/A"
"hsa-miR-26a-5p","FBXL19","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","ULK1","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","TTC13","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","TMEM265","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","SLC22A23","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","STRADB","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","SLX1A","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","SLX1B","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","VLDLR","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","NAP1L5","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","CREBRF","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","SMAD1","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","GPSM1","V","PACCMIT","N/A","N/A"
"hsa-miR-26a-5p","STRBP","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","STK39","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","STRADB","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NLK","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RAP2C","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PLOD2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ULK2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","BHLHE22","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","C2CD5","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PELI2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZFC3H1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MAB21L1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KCNQ4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","HMGA2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","EPC2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MEX3B","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CCNJ","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CDH4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","JAG1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","LEF1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","INHBB","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","LSM12","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","BCL11A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","GRHL3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","USP15","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ACBD5","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","HGF","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RLF","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MPRIP","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ESRRG","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TRPS1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CPEB2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","FBXO28","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ULK1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SEMA6D","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CPEB3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PLCB1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CPEB4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SLC25A16","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SLC4A4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CCSER2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MED13L","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CCND2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PAN3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PPP3R1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KPNA3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","WNT5A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PCDH9","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","EPHA7","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","BICD2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TNKS2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NOVA1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PTP4A1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZBTB18","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RBM24","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","G3BP2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MTDH","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","HIPK1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PAK2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ABCA1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PIK3R3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TRIB2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZEB2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","UBE2D1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MARK1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CHD6","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZFHX4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CAMSAP1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ANK2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","E2F7","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SLC24A4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","COL22A1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CEP350","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PHF21A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SACS","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ANKS1B","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZNF385B","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","COL19A1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","UBE4B","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KDM6A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ARFGEF1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MATR3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PGRMC2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ITPR1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KLF4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TMCC1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PITPNC1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","FAM98A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ADAM12","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KCNJ2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CREBBP","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RANBP9","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RTN1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TOB1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TNRC6A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","GALNT10","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SSX2IP","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","FANCA","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","COL1A2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZNF462","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MAP2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CACNA1C","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CDK2AP1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ARHGAP21","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","FBXO11","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KCNK1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MAP1B","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MFSD6","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","DMRT3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","USP3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SALL1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RAB11A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","WAPL","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MTPN","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","YWHAE","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SMAD1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","DAPK1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ETF1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CELSR1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","UBR3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZNF217","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SLC38A2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","COPS2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","EIF3A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TMEM2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SENP5","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ANKS1A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NHS","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PPP3CB","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NETO1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","EDRF1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","DLG5","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","AKAP7","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","VAMP1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","FAM49B","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","GGA3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","OTUD4","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","HDAC9","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NAA15","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","RPS6KA6","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PHF20L1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NEK6","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NABP1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CARMIL1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","DYRK1A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","LCOR","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PRKCD","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CDK13","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TET1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ACSL3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","UBE2E2","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SRGAP1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","NAB1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZCCHC24","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","APCDD1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SERBP1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KBTBD8","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","SNN","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CREBRF","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KIAA1468","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","KCNH7","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ADAMTS6","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","MGAT4A","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","CREBZF","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","TRPC3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PHF3","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","HOXA5","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PDCD10","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZDHHC6","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","PIM1","V","PicTar","N/A","N/A"
"hsa-miR-26a-5p","ZNF708","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ITGA6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ITGA5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FBXL19","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CHST6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SMAD1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF706","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ART3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RLF","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TCEA1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CPEB3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CPEB4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FAM198B","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","IFT81","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CREBBP","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CHFR","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ABCE1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","APC","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RFX7","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CLIC5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ADAT2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GMFB","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CLCN4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","DNAJC21","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PTPN13","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GAB3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RNF138","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CDK6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","LSM12","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","BCR","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF326","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TDG","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","EREG","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FAM136A","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TIMM17A","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","UBR7","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CALCRL","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PTGS2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PTBP3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ARHGAP26","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","COL19A1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SMAD2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RASSF6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TRPC3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CHD2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PLPPR4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MMP21","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SRD5A2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SRD5A1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","WWC2-AS2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PFKFB3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CDK14","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FOXN3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","WEE1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","BCAT1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","AKAP7","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SEP15","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","HAUS8","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CAMSAP1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RAP1A","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MECP2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ERC2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TOB1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SULF1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","IARS","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","BHMT2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GZF1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ADGRG7","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MTERF4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PPP3CB","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","LRRC40","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","B3GNT5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FNDC1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SYT4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RHD","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TIAL1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","NABP1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FUBP1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","C1orf53","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ATM","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PDE11A","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PRKAA1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF92","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FLVCR1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RAB3IP","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","NAMPT","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GPATCH11","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ERBB4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MAP1B","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","UNC5D","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF430","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MED13L","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TMCC1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","EPB41L3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","EPB41L5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ACSS1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SPTBN1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","KLF12","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SELP","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SLC7A11","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PLEKHG1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PCNA","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SELENOI","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SELENOT","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PHF20L1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","BTBD7","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PCNX1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FAM8A1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ERCC6L2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CD2AP","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FA2H","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GOLGA3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RYR3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ABCC4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TET3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PLXNA2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GABRB3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CHRNB2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GABRB2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZFC3H1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ANKS1B","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GBP3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RALGPS1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MYO5B","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GBP1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PLCXD3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF106","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MAN1A2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","INHBB","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MPP7","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ATP2C1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GDA","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RGS4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","INTS2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF547","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CEBPG","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF721","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","USP6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SOX6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","USP3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","KY","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TMEM161B","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","HDAC9","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","HDAC4","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","S100A7A","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MICAL3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CEP350","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","LILRA6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CELF2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ST6GALNAC3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RELL1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF12","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GRAMD1C","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RBM12","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TMEM200B","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","LETM1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GRTP1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GPX5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNRF3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MLANA","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","HOXA5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","MFAP3L","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","KIAA1551","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","BCO2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","EHF","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GRB10","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CHN2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","IL18R1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PIM3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","DAPK1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ULK2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","GCLC","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF527","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","BCL11A","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","C18orf54","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","RNF6","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SYNE2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZNF410","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SPOCK2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ENPEP","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","CDV3","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PCMTD1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","KLHL2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","SEPT10","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","HEPHL1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","IPPK","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","STAM2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZCCHC2","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","YES1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","FBXO11","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","PAWR","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","TP53INP1","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ANKRD49","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","ZIC5","V","TargetRank","N/A","N/A"
"hsa-miR-26a-5p","JPT2","V","TargetRank","N/A","N/A"
