"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-221-3p","DIRAS3","Functional MTI","MIRT006018","Immunohistochemistry, Luciferase reporter assay, qRT-PCR, Western blot","21071579"
"hsa-miR-221-3p","CORO1A","Functional MTI","MIRT005787","Western blot","21226887"
"hsa-miR-221-3p","DIRAS3","Functional MTI","MIRT006018","Flow, Luciferase reporter assay, qRT-PCR","23801152"
"hsa-miR-221-3p","ETS1","Functional MTI","MIRT006063","Luciferase reporter assay, Northern blot, qRT-PCR, Western blot","21310411"
"hsa-miR-221-3p","ETS1","Functional MTI","MIRT006063","Immunocytochemistry, Microarray, qRT-PCR, Western blot","27349463"
"hsa-miR-221-3p","DICER1","Functional MTI","MIRT006376","Luciferase reporter assay","21761362"
"hsa-miR-221-3p","TRPS1","Functional MTI","MIRT006841","Immunofluorescence, Immunoprecipitaion, Luciferase reporter assay, Microarray, qRT-PCR, Western blot","21673316"
"hsa-miR-221-3p","CERS2","Functional MTI","MIRT006917","Luciferase reporter assay, qRT-PCR, Western blot","22393241"
"hsa-miR-221-3p","FMR1","Functional MTI","MIRT007377","Luciferase reporter assay","23390134"
"hsa-miR-221-3p","MEOX2","Functional MTI","MIRT024208","Western blot;qRT-PCR","20516212"
"hsa-miR-221-3p","DVL2","Functional MTI","MIRT024149","Western blot;qRT-PCR","21487968"
"hsa-miR-221-3p","EIF2AK1","Functional MTI (Weak)","MIRT024150","Sequencing","20371350"
"hsa-miR-221-3p","TNIP1","Functional MTI (Weak)","MIRT024151","Sequencing","20371350"
"hsa-miR-221-3p","KLF9","Functional MTI (Weak)","MIRT024152","Sequencing","20371350"
"hsa-miR-221-3p","TOMM20","Functional MTI (Weak)","MIRT024153","Sequencing","20371350"
"hsa-miR-221-3p","TMEM64","Functional MTI (Weak)","MIRT024154","Sequencing","20371350"
"hsa-miR-221-3p","GID8","Functional MTI (Weak)","MIRT024155","Sequencing","20371350"
"hsa-miR-221-3p","ZNF571","Functional MTI (Weak)","MIRT024156","Sequencing","20371350"
"hsa-miR-221-3p","CASP3","Functional MTI (Weak)","MIRT024157","Sequencing","20371350"
"hsa-miR-221-3p","ATL2","Functional MTI (Weak)","MIRT024158","Sequencing","20371350"
"hsa-miR-221-3p","ZEB2","Functional MTI","MIRT024209","Reporter assay;Western blot;qRT-PCR","20516212"
"hsa-miR-221-3p","E2F3","Functional MTI (Weak)","MIRT024159","Sequencing","20371350"
"hsa-miR-221-3p","PTBP3","Functional MTI (Weak)","MIRT024160","Sequencing","20371350"
"hsa-miR-221-3p","PTBP3","Functional MTI (Weak)","MIRT024160","PAR-CLIP","21572407"
"hsa-miR-221-3p","CXorf38","Functional MTI (Weak)","MIRT024161","Sequencing","20371350"
"hsa-miR-221-3p","ARID1A","Functional MTI (Weak)","MIRT024162","Sequencing","20371350"
"hsa-miR-221-3p","NHSL1","Functional MTI (Weak)","MIRT024163","Sequencing","20371350"
"hsa-miR-221-3p","HIVEP1","Functional MTI (Weak)","MIRT024164","Sequencing","20371350"
"hsa-miR-221-3p","WDR61","Functional MTI (Weak)","MIRT024165","Sequencing","20371350"
"hsa-miR-221-3p","TRPC3","Functional MTI (Weak)","MIRT024166","Sequencing","20371350"
"hsa-miR-221-3p","SLC6A9","Functional MTI (Weak)","MIRT024167","Sequencing","20371350"
"hsa-miR-221-3p","TMEM245","Functional MTI (Weak)","MIRT024168","Sequencing","20371350"
"hsa-miR-221-3p","RNF20","Functional MTI (Weak)","MIRT024169","Sequencing","20371350"
"hsa-miR-221-3p","PHF12","Functional MTI (Weak)","MIRT024170","Sequencing","20371350"
"hsa-miR-221-3p","WEE1","Functional MTI (Weak)","MIRT024171","Sequencing","20371350"
"hsa-miR-221-3p","WEE1","Functional MTI","MIRT024171","Luciferase reporter assay, QRTPCR, Western blot","23630541"
"hsa-miR-221-3p","NUFIP2","Functional MTI (Weak)","MIRT024172","Sequencing","20371350"
"hsa-miR-221-3p","LYSMD1","Functional MTI (Weak)","MIRT024173","Sequencing","20371350"
"hsa-miR-221-3p","NDFIP1","Functional MTI (Weak)","MIRT024174","Sequencing","20371350"
"hsa-miR-221-3p","TIPARP","Functional MTI (Weak)","MIRT024175","Sequencing","20371350"
"hsa-miR-221-3p","GPR107","Functional MTI (Weak)","MIRT024176","Sequencing","20371350"
"hsa-miR-221-3p","GPR107","Functional MTI (Weak)","MIRT024176","PAR-CLIP","26701625"
"hsa-miR-221-3p","LHFPL2","Functional MTI (Weak)","MIRT024177","Sequencing","20371350"
"hsa-miR-221-3p","STAMBP","Functional MTI (Weak)","MIRT024178","Sequencing","20371350"
"hsa-miR-221-3p","HNRNPD","Functional MTI (Weak)","MIRT024179","Sequencing","20371350"
"hsa-miR-221-3p","UBE2N","Functional MTI (Weak)","MIRT024180","Sequencing, PAR-CLIP","20371350"
"hsa-miR-221-3p","ELAVL2","Functional MTI (Weak)","MIRT024181","Sequencing","20371350"
"hsa-miR-221-3p","ACSL3","Functional MTI (Weak)","MIRT024182","Sequencing","20371350"
"hsa-miR-221-3p","RNF4","Functional MTI (Weak)","MIRT024183","Sequencing","20371350"
"hsa-miR-221-3p","RNF4","Functional MTI (Weak)","MIRT024183","PAR-CLIP","26701625"
"hsa-miR-221-3p","ASXL3","Functional MTI (Weak)","MIRT024184","Sequencing","20371350"
"hsa-miR-221-3p","CTNNB1","Functional MTI (Weak)","MIRT024185","Sequencing","20371350"
"hsa-miR-221-3p","PLOD2","Functional MTI (Weak)","MIRT024186","Sequencing","20371350"
"hsa-miR-221-3p","RNF44","Functional MTI (Weak)","MIRT024187","Sequencing","20371350"
"hsa-miR-221-3p","LIMS1","Functional MTI (Weak)","MIRT024188","Sequencing","20371350"
"hsa-miR-221-3p","ZNF275","Functional MTI (Weak)","MIRT024189","Sequencing","20371350"
"hsa-miR-221-3p","ZNF275","Functional MTI (Weak)","MIRT024189","PAR-CLIP","21572407"
"hsa-miR-221-3p","TMEM132B","Functional MTI (Weak)","MIRT024190","Sequencing","20371350"
"hsa-miR-221-3p","CCSAP","Functional MTI (Weak)","MIRT024191","Sequencing","20371350"
"hsa-miR-221-3p","BRD1","Functional MTI (Weak)","MIRT024192","Sequencing","20371350"
"hsa-miR-221-3p","AGAP1","Functional MTI (Weak)","MIRT024193","Sequencing","20371350"
"hsa-miR-221-3p","FBXO28","Functional MTI (Weak)","MIRT024194","Sequencing","20371350"
"hsa-miR-221-3p","TFAP2A","Functional MTI (Weak)","MIRT024195","Sequencing, PAR-CLIP","20371350"
"hsa-miR-221-3p","PANK3","Functional MTI (Weak)","MIRT024196","Sequencing","20371350"
"hsa-miR-221-3p","ZKSCAN8","Functional MTI (Weak)","MIRT024197","Sequencing","20371350"
"hsa-miR-221-3p","HNRNPA0","Functional MTI (Weak)","MIRT024198","Sequencing","20371350"
"hsa-miR-221-3p","UBE2J1","Functional MTI (Weak)","MIRT024199","Sequencing","20371350"
"hsa-miR-221-3p","MIDN","Functional MTI (Weak)","MIRT024200","Sequencing, PAR-CLIP","20371350"
"hsa-miR-221-3p","MIDN","Functional MTI (Weak)","MIRT024200","HITS-CLIP","23313552"
"hsa-miR-221-3p","CYP1B1","Functional MTI (Weak)","MIRT024201","Sequencing","20371350"
"hsa-miR-221-3p","ATXN1","Functional MTI (Weak)","MIRT024202","Sequencing","20371350"
"hsa-miR-221-3p","ATXN1","Functional MTI (Weak)","MIRT024202","CLASH","23622248"
"hsa-miR-221-3p","POGZ","Functional MTI (Weak)","MIRT024203","Sequencing","20371350"
"hsa-miR-221-3p","PPP1R15B","Functional MTI (Weak)","MIRT024204","Sequencing","20371350"
"hsa-miR-221-3p","HECTD2","Functional MTI (Weak)","MIRT024205","Sequencing","20371350"
"hsa-miR-221-3p","HECTD2","Functional MTI","MIRT024205","Luciferase reporter assay, QRTPCR, Western blot","23770851"
"hsa-miR-221-3p","PDIK1L","Functional MTI (Weak)","MIRT024137","Sequencing","20371350"
"hsa-miR-221-3p","PDIK1L","Functional MTI (Weak)","MIRT024137","PAR-CLIP","21572407"
"hsa-miR-221-3p","ABHD3","Functional MTI (Weak)","MIRT024138","Sequencing","20371350"
"hsa-miR-221-3p","NDUFB5","Functional MTI (Weak)","MIRT024139","Sequencing","20371350"
"hsa-miR-221-3p","SPTSSA","Functional MTI (Weak)","MIRT024140","Sequencing","20371350"
"hsa-miR-221-3p","CSTF2T","Functional MTI (Weak)","MIRT024141","Sequencing, PAR-CLIP","20371350"
"hsa-miR-221-3p","CSTF2T","Functional MTI (Weak)","MIRT024141","PAR-CLIP","21572407"
"hsa-miR-221-3p","NR2C2AP","Functional MTI (Weak)","MIRT024142","Sequencing","20371350"
"hsa-miR-221-3p","APOL2","Functional MTI (Weak)","MIRT024143","Sequencing","20371350"
"hsa-miR-221-3p","TDRP","Functional MTI (Weak)","MIRT024144","Sequencing","20371350"
"hsa-miR-221-3p","GTF2E1","Functional MTI (Weak)","MIRT024145","Sequencing","20371350"
"hsa-miR-221-3p","TMEM168","Functional MTI (Weak)","MIRT024146","Sequencing","20371350"
"hsa-miR-221-3p","TUB","Functional MTI (Weak)","MIRT024147","Sequencing","20371350"
"hsa-miR-221-3p","ZNF652","Functional MTI (Weak)","MIRT024148","Sequencing","20371350"
"hsa-miR-221-3p","ZNF652","Functional MTI (Weak)","MIRT024148","PAR-CLIP","23446348"
"hsa-miR-221-3p","RUNDC3B","Functional MTI (Weak)","MIRT046837","CLASH","23622248"
"hsa-miR-221-3p","PELO","Functional MTI (Weak)","MIRT046857","CLASH","23622248"
"hsa-miR-221-3p","LGTN","Functional MTI (Weak)","MIRT046858","CLASH","23622248"
"hsa-miR-221-3p","XRCC6","Functional MTI (Weak)","MIRT046859","CLASH","23622248"
"hsa-miR-221-3p","FSCN1","Functional MTI (Weak)","MIRT046860","CLASH","23622248"
"hsa-miR-221-3p","HIST2H3D","Functional MTI (Weak)","MIRT046861","CLASH","23622248"
"hsa-miR-221-3p","MTSS1L","Functional MTI (Weak)","MIRT046862","CLASH","23622248"
"hsa-miR-221-3p","EEF1A1","Functional MTI (Weak)","MIRT046863","CLASH","23622248"
"hsa-miR-221-3p","NOP58","Functional MTI (Weak)","MIRT046864","CLASH","23622248"
"hsa-miR-221-3p","TUBA1C","Functional MTI (Weak)","MIRT046865","CLASH","23622248"
"hsa-miR-221-3p","DDAH1","Functional MTI (Weak)","MIRT046866","CLASH","23622248"
"hsa-miR-221-3p","TMEM248","Functional MTI (Weak)","MIRT046867","CLASH","23622248"
"hsa-miR-221-3p","RAB5C","Functional MTI (Weak)","MIRT046868","CLASH","23622248"
"hsa-miR-221-3p","RPL15","Functional MTI (Weak)","MIRT046869","CLASH","23622248"
"hsa-miR-221-3p","VPS53","Functional MTI (Weak)","MIRT046870","CLASH","23622248"
"hsa-miR-221-3p","ADGRL2","Functional MTI (Weak)","MIRT046871","CLASH","23622248"
"hsa-miR-221-3p","DYNC1H1","Functional MTI (Weak)","MIRT046872","CLASH","23622248"
"hsa-miR-221-3p","TIAM1","Functional MTI (Weak)","MIRT046873","CLASH","23622248"
"hsa-miR-221-3p","ASXL2","Functional MTI (Weak)","MIRT046874","CLASH","23622248"
"hsa-miR-221-3p","UTP14A","Functional MTI (Weak)","MIRT046875","CLASH","23622248"
"hsa-miR-221-3p","B4GALT2","Functional MTI (Weak)","MIRT046876","CLASH","23622248"
"hsa-miR-221-3p","HSPA1B","Functional MTI (Weak)","MIRT046877","CLASH","23622248"
"hsa-miR-221-3p","PEX19","Functional MTI (Weak)","MIRT046878","CLASH","23622248"
"hsa-miR-221-3p","PITPNM1","Functional MTI (Weak)","MIRT046879","CLASH","23622248"
"hsa-miR-221-3p","AP2A1","Functional MTI (Weak)","MIRT046880","CLASH","23622248"
"hsa-miR-221-3p","KIF16B","Functional MTI (Weak)","MIRT046881","CLASH","23622248"
"hsa-miR-221-3p","SEPHS1","Functional MTI (Weak)","MIRT046882","CLASH","23622248"
"hsa-miR-221-3p","KPNA6","Functional MTI (Weak)","MIRT046883","CLASH","23622248"
"hsa-miR-221-3p","SF1","Functional MTI (Weak)","MIRT046884","CLASH","23622248"
"hsa-miR-221-3p","RHOA","Functional MTI (Weak)","MIRT046885","CLASH","23622248"
"hsa-miR-221-3p","RBM39","Functional MTI (Weak)","MIRT046886","CLASH","23622248"
"hsa-miR-221-3p","HIST1H2AE","Functional MTI (Weak)","MIRT046887","CLASH","23622248"
"hsa-miR-221-3p","FLNA","Functional MTI (Weak)","MIRT046888","CLASH","23622248"
"hsa-miR-221-3p","CCDC142","Functional MTI (Weak)","MIRT046889","CLASH","23622248"
"hsa-miR-221-3p","ZYX","Functional MTI (Weak)","MIRT046890","CLASH","23622248"
"hsa-miR-221-3p","KLHL8","Functional MTI (Weak)","MIRT046891","CLASH","23622248"
"hsa-miR-221-3p","KLHL8","Functional MTI (Weak)","MIRT046891","PAR-CLIP","26701625"
"hsa-miR-221-3p","TLE4","Functional MTI (Weak)","MIRT046892","CLASH","23622248"
"hsa-miR-221-3p","MDFIC","Functional MTI (Weak)","MIRT046893","CLASH","23622248"
"hsa-miR-221-3p","NME2","Functional MTI (Weak)","MIRT046894","CLASH","23622248"
"hsa-miR-221-3p","EIF4G3","Functional MTI (Weak)","MIRT046895","CLASH","23622248"
"hsa-miR-221-3p","UBC","Functional MTI (Weak)","MIRT046896","CLASH","23622248"
"hsa-miR-221-3p","UQCR10","Functional MTI (Weak)","MIRT046897","CLASH","23622248"
"hsa-miR-221-3p","ADD1","Functional MTI (Weak)","MIRT046898","CLASH","23622248"
"hsa-miR-221-3p","HECTD1","Functional MTI (Weak)","MIRT046899","CLASH","23622248"
"hsa-miR-221-3p","FUS","Functional MTI (Weak)","MIRT046900","CLASH","23622248"
"hsa-miR-221-3p","CNOT1","Functional MTI (Weak)","MIRT046901","CLASH","23622248"
"hsa-miR-221-3p","NFYC","Functional MTI (Weak)","MIRT046926","CLASH","23622248"
"hsa-miR-221-3p","PHF21A","Functional MTI (Weak)","MIRT046927","CLASH","23622248"
"hsa-miR-221-3p","TSC22D2","Functional MTI (Weak)","MIRT046928","CLASH","23622248"
"hsa-miR-221-3p","PKM","Functional MTI (Weak)","MIRT046929","CLASH","23622248"
"hsa-miR-221-3p","CENPT","Functional MTI (Weak)","MIRT046930","CLASH","23622248"
"hsa-miR-221-3p","DHX15","Functional MTI (Weak)","MIRT046931","CLASH","23622248"
"hsa-miR-221-3p","LAMTOR5","Functional MTI (Weak)","MIRT046932","CLASH","23622248"
"hsa-miR-221-3p","MIEN1","Functional MTI (Weak)","MIRT046933","CLASH","23622248"
"hsa-miR-221-3p","RPS7","Functional MTI (Weak)","MIRT046934","CLASH","23622248"
"hsa-miR-221-3p","NABP2","Functional MTI (Weak)","MIRT046935","CLASH","23622248"
"hsa-miR-221-3p","IQCE","Functional MTI (Weak)","MIRT046936","CLASH","23622248"
"hsa-miR-221-3p","RPLP0","Functional MTI (Weak)","MIRT046937","CLASH","23622248"
"hsa-miR-221-3p","YOD1","Functional MTI (Weak)","MIRT046938","CLASH","23622248"
"hsa-miR-221-3p","CDC25C","Functional MTI (Weak)","MIRT046939","CLASH","23622248"
"hsa-miR-221-3p","TOB2","Functional MTI (Weak)","MIRT046940","CLASH","23622248"
"hsa-miR-221-3p","MBNL1","Functional MTI (Weak)","MIRT046941","CLASH","23622248"
"hsa-miR-221-3p","RACGAP1","Functional MTI (Weak)","MIRT046942","CLASH","23622248"
"hsa-miR-221-3p","SPAG5","Functional MTI (Weak)","MIRT046943","CLASH","23622248"
"hsa-miR-221-3p","TNKS2","Functional MTI (Weak)","MIRT046944","CLASH","23622248"
"hsa-miR-221-3p","SGTA","Functional MTI (Weak)","MIRT046945","CLASH","23622248"
"hsa-miR-221-3p","SAPCD2","Functional MTI (Weak)","MIRT046946","CLASH","23622248"
"hsa-miR-221-3p","NFYA","Functional MTI (Weak)","MIRT046947","CLASH","23622248"
"hsa-miR-221-3p","KHSRP","Functional MTI (Weak)","MIRT046948","CLASH","23622248"
"hsa-miR-221-3p","AMOT","Functional MTI (Weak)","MIRT046949","CLASH","23622248"
"hsa-miR-221-3p","POLG","Functional MTI (Weak)","MIRT046950","CLASH","23622248"
"hsa-miR-221-3p","SKI","Functional MTI (Weak)","MIRT046951","CLASH","23622248"
"hsa-miR-221-3p","FBN3","Functional MTI (Weak)","MIRT046952","CLASH","23622248"
"hsa-miR-221-3p","SPRYD3","Functional MTI (Weak)","MIRT046953","CLASH","23622248"
"hsa-miR-221-3p","ACIN1","Functional MTI (Weak)","MIRT046954","CLASH","23622248"
"hsa-miR-221-3p","BAG3","Functional MTI (Weak)","MIRT046955","CLASH","23622248"
"hsa-miR-221-3p","ATP6V1E1","Functional MTI (Weak)","MIRT046956","CLASH","23622248"
"hsa-miR-221-3p","PRDM16","Functional MTI (Weak)","MIRT046957","CLASH","23622248"
"hsa-miR-221-3p","GCN1","Functional MTI (Weak)","MIRT046958","CLASH","23622248"
"hsa-miR-221-3p","UNC13B","Functional MTI (Weak)","MIRT046959","CLASH","23622248"
"hsa-miR-221-3p","ERC1","Functional MTI (Weak)","MIRT046960","CLASH","23622248"
"hsa-miR-221-3p","SF3B3","Functional MTI (Weak)","MIRT046961","CLASH","23622248"
"hsa-miR-221-3p","GATAD2B","Functional MTI (Weak)","MIRT046962","CLASH","23622248"
"hsa-miR-221-3p","ARHGEF18","Functional MTI (Weak)","MIRT046963","CLASH","23622248"
"hsa-miR-221-3p","PTPRF","Functional MTI (Weak)","MIRT046964","CLASH","23622248"
"hsa-miR-221-3p","SLC30A7","Functional MTI (Weak)","MIRT046965","CLASH","23622248"
"hsa-miR-221-3p","RBM6","Functional MTI (Weak)","MIRT046966","CLASH","23622248"
"hsa-miR-221-3p","ATP2A2","Functional MTI (Weak)","MIRT046967","CLASH","23622248"
"hsa-miR-221-3p","CNRIP1","Functional MTI (Weak)","MIRT046968","CLASH","23622248"
"hsa-miR-221-3p","NUP205","Functional MTI (Weak)","MIRT046969","CLASH","23622248"
"hsa-miR-221-3p","DENR","Functional MTI (Weak)","MIRT046970","CLASH","23622248"
"hsa-miR-221-3p","ACTG1","Functional MTI (Weak)","MIRT046971","CLASH","23622248"
"hsa-miR-221-3p","ZNF35","Functional MTI (Weak)","MIRT046972","CLASH","23622248"
"hsa-miR-221-3p","PSMB5","Functional MTI (Weak)","MIRT046973","CLASH","23622248"
"hsa-miR-221-3p","NDUFS1","Functional MTI (Weak)","MIRT046974","CLASH","23622248"
"hsa-miR-221-3p","CABYR","Functional MTI (Weak)","MIRT046975","CLASH","23622248"
"hsa-miR-221-3p","HIST1H2AC","Functional MTI (Weak)","MIRT046902","CLASH","23622248"
"hsa-miR-221-3p","RPL21","Functional MTI (Weak)","MIRT046903","CLASH","23622248"
"hsa-miR-221-3p","WDR34","Functional MTI (Weak)","MIRT046904","CLASH","23622248"
"hsa-miR-221-3p","NT5DC2","Functional MTI (Weak)","MIRT046905","CLASH","23622248"
"hsa-miR-221-3p","LRP6","Functional MTI (Weak)","MIRT046906","CLASH","23622248"
"hsa-miR-221-3p","AP3B1","Functional MTI (Weak)","MIRT046907","CLASH","23622248"
"hsa-miR-221-3p","EVL","Functional MTI (Weak)","MIRT046908","CLASH","23622248"
"hsa-miR-221-3p","NCL","Functional MTI (Weak)","MIRT046909","CLASH","23622248"
"hsa-miR-221-3p","GLYR1","Functional MTI (Weak)","MIRT046910","CLASH","23622248"
"hsa-miR-221-3p","PEG10","Functional MTI (Weak)","MIRT046911","CLASH","23622248"
"hsa-miR-221-3p","ANKRD28","Functional MTI (Weak)","MIRT046912","CLASH","23622248"
"hsa-miR-221-3p","TMEM183A","Functional MTI (Weak)","MIRT046913","CLASH","23622248"
"hsa-miR-221-3p","LDHB","Functional MTI (Weak)","MIRT046914","CLASH","23622248"
"hsa-miR-221-3p","TRIM28","Functional MTI (Weak)","MIRT046915","CLASH","23622248"
"hsa-miR-221-3p","NUP210","Functional MTI (Weak)","MIRT046916","CLASH","23622248"
"hsa-miR-221-3p","YWHAB","Functional MTI (Weak)","MIRT046917","CLASH","23622248"
"hsa-miR-221-3p","PEX1","Functional MTI (Weak)","MIRT046918","CLASH","23622248"
"hsa-miR-221-3p","MKI67","Functional MTI (Weak)","MIRT046919","CLASH","23622248"
"hsa-miR-221-3p","SRP68","Functional MTI (Weak)","MIRT046920","CLASH","23622248"
"hsa-miR-221-3p","NUF2","Functional MTI (Weak)","MIRT046921","CLASH","23622248"
"hsa-miR-221-3p","FARSA","Functional MTI (Weak)","MIRT046922","CLASH","23622248"
"hsa-miR-221-3p","CHCHD2","Functional MTI (Weak)","MIRT046923","CLASH","23622248"
"hsa-miR-221-3p","CLIC1","Functional MTI (Weak)","MIRT046924","CLASH","23622248"
"hsa-miR-221-3p","MFN2","Functional MTI (Weak)","MIRT046976","CLASH","23622248"
"hsa-miR-221-3p","ARHGAP42","Functional MTI (Weak)","MIRT046977","CLASH","23622248"
"hsa-miR-221-3p","ARHGAP42","Functional MTI (Weak)","MIRT046977","PAR-CLIP","23446348"
"hsa-miR-221-3p","ARHGAP42","Functional MTI (Weak)","MIRT046977","PAR-CLIP","21572407"
"hsa-miR-221-3p","UHRF1","Functional MTI (Weak)","MIRT046925","CLASH","23622248"
"hsa-miR-221-3p","ARHGAP42","Functional MTI (Weak)","MIRT046977","PAR-CLIP","26701625"
"hsa-miR-221-3p","TRAF4","Functional MTI (Weak)","MIRT046838","CLASH","23622248"
"hsa-miR-221-3p","DDX3Y","Functional MTI (Weak)","MIRT046978","CLASH","23622248"
"hsa-miR-221-3p","YWHAE","Functional MTI (Weak)","MIRT046839","CLASH","23622248"
"hsa-miR-221-3p","C15orf40","Functional MTI (Weak)","MIRT046840","CLASH","23622248"
"hsa-miR-221-3p","RBM33","Functional MTI (Weak)","MIRT046841","CLASH","23622248"
"hsa-miR-221-3p","CROT","Functional MTI (Weak)","MIRT046842","CLASH","23622248"
"hsa-miR-221-3p","ACTB","Functional MTI (Weak)","MIRT046843","CLASH","23622248"
"hsa-miR-221-3p","HIST2H2AC","Functional MTI (Weak)","MIRT046844","CLASH","23622248"
"hsa-miR-221-3p","USP28","Functional MTI (Weak)","MIRT046845","CLASH","23622248"
"hsa-miR-221-3p","PALB2","Functional MTI (Weak)","MIRT046846","CLASH","23622248"
"hsa-miR-221-3p","CCT3","Functional MTI (Weak)","MIRT046847","CLASH","23622248"
"hsa-miR-221-3p","YY1","Functional MTI (Weak)","MIRT046848","CLASH","23622248"
"hsa-miR-221-3p","PLP2","Functional MTI (Weak)","MIRT046849","CLASH","23622248"
"hsa-miR-221-3p","PXN","Functional MTI (Weak)","MIRT046850","CLASH","23622248"
"hsa-miR-221-3p","SMCHD1","Functional MTI (Weak)","MIRT046851","CLASH","23622248"
"hsa-miR-221-3p","RPS24","Functional MTI (Weak)","MIRT046852","CLASH","23622248"
"hsa-miR-221-3p","TSN","Functional MTI (Weak)","MIRT046853","CLASH","23622248"
"hsa-miR-221-3p","HIST1H3D","Functional MTI (Weak)","MIRT046854","CLASH","23622248"
"hsa-miR-221-3p","AMMECR1L","Functional MTI (Weak)","MIRT046855","CLASH","23622248"
"hsa-miR-221-3p","PSMD4","Functional MTI (Weak)","MIRT046856","CLASH","23622248"
"hsa-miR-221-3p","GJA1","Functional MTI","MIRT052943","Luciferase reporter assay, Western blot, Immunofluorescence","22294051"
"hsa-miR-221-3p","SSX2IP","Functional MTI","MIRT053145","Luciferase reporter assay, qRT-PCR","23776679"
"hsa-miR-221-3p","ASZ1","Functional MTI","MIRT053311","Luciferase reporter assay, Microarray, qRT-PCR, Western blot","23579640"
"hsa-miR-221-3p","CHSY1","Functional MTI (Weak)","MIRT053702","Microarray","22942087"
"hsa-miR-221-3p","CAMKK1","Functional MTI (Weak)","MIRT053703","Microarray","22942087"
"hsa-miR-221-3p","ERBB4","Functional MTI (Weak)","MIRT053704","Microarray","22942087"
"hsa-miR-221-3p","PCDHA1","Functional MTI (Weak)","MIRT053706","Microarray","22942087"
"hsa-miR-221-3p","PCDHA6","Functional MTI (Weak)","MIRT053711","Microarray","22942087"
"hsa-miR-221-3p","PCDHA7","Functional MTI (Weak)","MIRT053712","Microarray","22942087"
"hsa-miR-221-3p","PCDHA8","Functional MTI (Weak)","MIRT053713","Microarray","22942087"
"hsa-miR-221-3p","PCDHAC1","Functional MTI (Weak)","MIRT053714","Microarray","22942087"
"hsa-miR-221-3p","PCDHAC2","Functional MTI (Weak)","MIRT053715","Microarray","22942087"
"hsa-miR-221-3p","PCDHA10","Functional MTI (Weak)","MIRT053716","Microarray","22942087"
"hsa-miR-221-3p","PCDHA11","Functional MTI (Weak)","MIRT053717","Microarray","22942087"
"hsa-miR-221-3p","PCDHA12","Functional MTI (Weak)","MIRT053718","Microarray","22942087"
"hsa-miR-221-3p","PCDHA13","Functional MTI (Weak)","MIRT053719","Microarray","22942087"
"hsa-miR-221-3p","PCDHA2","Functional MTI (Weak)","MIRT053720","Microarray","22942087"
"hsa-miR-221-3p","PCDHA3","Functional MTI (Weak)","MIRT053721","Microarray","22942087"
"hsa-miR-221-3p","PCDHA4","Functional MTI (Weak)","MIRT053722","Microarray","22942087"
"hsa-miR-221-3p","PCDHA5","Functional MTI (Weak)","MIRT053723","Microarray","22942087"
"hsa-miR-221-3p","PDGFA","Functional MTI (Weak)","MIRT053724","Microarray","22942087"
"hsa-miR-221-3p","SOX11","Functional MTI (Weak)","MIRT053725","Microarray","22942087"
"hsa-miR-221-3p","ACVR2B","Functional MTI (Weak)","MIRT053726","Microarray","22942087"
"hsa-miR-221-3p","MAPK10","Functional MTI (Weak)","MIRT053727","Microarray","22942087"
"hsa-miR-221-3p","MAP3K2","Functional MTI (Weak)","MIRT053728","Microarray","22942087"
"hsa-miR-221-3p","RB1","Functional MTI","MIRT054352","Luciferase reporter assay, QRTPCR, Western blot","23630541"
"hsa-miR-221-3p","APAF1","Functional MTI","MIRT054353","Luciferase reporter assay, QRTPCR, Western blot","23630541"
"hsa-miR-221-3p","APAF1","Functional MTI","MIRT054353","Western blot, Immunohistochemistry, Luciferase reporter assay","25586265"
"hsa-miR-221-3p","ANXA1","Functional MTI","MIRT054354","Luciferase reporter assay, QRTPCR, Western blot","23630541"
"hsa-miR-221-3p","CTCF","Functional MTI","MIRT054355","Luciferase reporter assay, QRTPCR, Western blot","23630541"
"hsa-miR-221-3p","RECK","Functional MTI","MIRT054649","Luciferase reporter assay, qRT-PCR, Western blot","24269686"
"hsa-miR-221-3p","RECK","Functional MTI","MIRT054649","Flow, Luciferase reporter assay, qRT-PCR, Western blot","26364844"
"hsa-miR-221-3p","RAB1A","Functional MTI","MIRT054586","Luciferase reporter assay, QRTPCR, Western blot","23770851"
"hsa-miR-221-3p","PAK1","Functional MTI","MIRT054901","Luciferase reporter assay","23333386"
"hsa-miR-221-3p","FAM35A","Functional MTI (Weak)","MIRT057259","PAR-CLIP","20371350"
"hsa-miR-221-3p","FAM35A","Functional MTI (Weak)","MIRT057259","PAR-CLIP","26701625"
"hsa-miR-221-3p","MYLIP","Functional MTI (Weak)","MIRT099153","PAR-CLIP","23446348"
"hsa-miR-221-3p","MYLIP","Functional MTI (Weak)","MIRT099153","PAR-CLIP","20371350"
"hsa-miR-221-3p","MAT2A","Functional MTI (Weak)","MIRT243224","PAR-CLIP","23592263"
"hsa-miR-221-3p","MAT2A","Functional MTI (Weak)","MIRT243224","PAR-CLIP","22012620"
"hsa-miR-221-3p","MAT2A","Functional MTI (Weak)","MIRT243224","PAR-CLIP","21572407"
"hsa-miR-221-3p","MAT2A","Functional MTI (Weak)","MIRT243224","PAR-CLIP","20371350"
"hsa-miR-221-3p","MAT2A","Functional MTI (Weak)","MIRT243224","PAR-CLIP","26701625"
