"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-16-5p","DYRK1B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SLC1A2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FAM60A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NAA15","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","N4BP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF21A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF21B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","BHLHE41","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TLL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GADD45G","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PPARA","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","C14orf37","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CHUK","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GRM7","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","OOEP","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SNRNP48","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZMYM2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HIGD1A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCDC83","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SPSB4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZNF488","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","C1orf226","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FBXO33","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KALRN","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CDK17","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZNF622","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","BRWD1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MN1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CYGB","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MNT","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NEBL","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HTT","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TRIM35","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ACSL4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ACVR2A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GIGYF1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MAFK","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","VEZT","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FXYD6P3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TECPR2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TAB3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KHNYN","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","EYA4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCNJL","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","EYA1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ALDH1A3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GALC","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NUP50","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CACUL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SCRN1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DYNC1I1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CREBL2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GLT1D1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MASP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HSPG2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF5A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF5C","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","POLR3F","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AXIN2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PPP6R3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","YOD1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SYNDIG1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TBPL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SLC25A53","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","E2F3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TCF3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","BVES","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZNF609","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ASB1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","THAP6","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","THAP2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GNG12","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TMEM242","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TMEM237","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TRANK1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PELI2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SHROOM4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SHROOM3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SEC24A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","XPO7","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AMER1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZNF697","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CLEC2D","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ATP7A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CD164","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ASTN1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ARPP21","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZBTB41","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GLUD1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCDC6","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HMGA1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HMGA2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FASN","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NECTIN1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TMEM245","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PCMT1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZNF449","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SCOC","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SCAMP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TSPAN5","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NUDCD3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MBP","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","BCL2L2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PSAT1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TFCP2L1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DLL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SON","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CTDSPL","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","OSCP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CARM1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LGI2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RANBP10","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DCBLD2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LMAN2L","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","C17orf102","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AATK","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SHOC2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF1B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PHACTR2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RAB10","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CBX4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","BTLA","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CLOCK","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZFHX4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SH3BP4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SARM1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","WNT3A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GALNT7","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","IHH","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GALNT4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ADORA2A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ABI2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZFAT","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CYB561D1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TMEM143","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","IL20","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF2A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PSKH1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ATP4B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ENSA","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RYBP","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","QKI","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ADCY1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DDI1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TNK2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCND3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCND2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCND1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SMURF1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SMARCD2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DIAPH2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","C1orf220","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","IRAK2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PRPF38A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NMD3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LSM11","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCDC25","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","UNC13A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TBC1D9","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIF3B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LANCL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ENTPD1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PPP2R5C","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PMP2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MYB","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AKT3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AKT2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DRD1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TVP23B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KCNN4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RANGAP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PRDM4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LARGE2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","VPS33B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZHX3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZHX1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RIC8B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CDC14A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SYT10","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TFAP4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DCAF17","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CHORDC1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MOB4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SYNJ1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CXorf40B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MLLT6","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FBXO21","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CD40","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","GTPBP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SPRY4","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TRPC1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TPM3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PCDHA1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","OSCAR","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DDX54","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CNTN3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PRRC2C","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","EPM2AIP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","BCL2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LMOD1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RAP1GAP2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","SRGAP2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CYFIP1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ATXN2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FAM133A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","FAM133B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NF1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MMP16","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","VSIR","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ATRNL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HPSE2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","WDTC1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","UBN2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIAA1456","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PDPK1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZBTB46","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","RNF165","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PCGF5","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DIEXF","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NFS1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","PPP1R12B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CASR","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CCDC81","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","TNPO1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","UBQLNL","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","VWA8","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","APLN","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MPDZ","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZBTB39","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AP5S1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DDX3X","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HTR2A","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","HTR2C","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","DDX3Y","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZBTB33","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MS4A7","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZNF548","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","M6PR","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","LINC01565","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZBTB34","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZDHHC22","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","CPT1B","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ZDHHC23","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AEBP2","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KIAA0895","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","NIM1K","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","AK4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GNAI3","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","COL12A1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","MYADM","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","KATNAL1","V","TargetRank","N/A","N/A"
"hsa-miR-16-5p","ALAD","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ANO3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ARMCX2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ARPP19","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ASH1L","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","APLN","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ARL2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BFAR","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ATXN2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","C2orf72","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BOLA3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BORCS6","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BTF3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BZW1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","C11orf24","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CCNE1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","C2orf42","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CACUL1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BTRC","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CCDC178","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CCNT2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CD28","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CDC14A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CDC27","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CDC42EP2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CDK5R1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CDK8","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CHAC1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CLDN12","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CNOT6L","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CPEB3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FAM110C","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","DDX3Y","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","EPHA7","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CYP26B1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","DNAJB4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","EYA1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FAM122A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GHR","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FERMT2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FLT3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GADD45G","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ISLR","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","HOXA10","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","IPO7","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","HMGA1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","IARS","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","IHH","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","KRTAP4-4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","MAP2K1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","MIPOL1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PNPLA6","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PCDHA3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PDK4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PLEKHA1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PPM1D","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PLSCR4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PTHLH","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","QKI","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","PSMD7","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RAB9B","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RAD23B","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RFWD2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RECK","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RAB40AL","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RARB","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RBBP6","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SCN3A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RNF144B","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","RTN4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SESN1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SLC2A3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SLC9A6","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SNAP25","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SLIT2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SPAG7","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SOBP","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SOCS6","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SVEP1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SYT3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","SYT4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","TFCP2L1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","UBQLNL","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","TMEM255A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","TSPYL2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","TLL1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","VWC2L","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","USP3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","USP42","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","WBP11","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ZMAT3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ZCCHC3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ZBTB34","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ZNF362","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ZNF449","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ADRB2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ANLN","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","AP2A1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","AXIN2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","ATG9A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BTLA","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","C16orf72","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","BCL7A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","C1QL3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CASK","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CBX4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CD163","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","COPS2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CLCN4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CMPK1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CNIH3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CHPT1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CRKL","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","CSRNP1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","DMTF1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","DPY19L4","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FAM135A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","EGLN1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","EIF3M","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","EXOC3L2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","DYNC1I1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","E2F3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FBXO21","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FGF7","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FASN","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FICD","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FKBP1A","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FKBP1C","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FNTA","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FSD1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GLS2","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","FZD6","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","G2E3","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GALNT1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GPN1","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GRAMD2B","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","GRM7","V","TargetScan","N/A","N/A"
"hsa-miR-16-5p","HELZ","V","TargetScan","N/A","N/A"
